Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C,Manufacturer,Pattern Type
FLEXPOINT 1 MP,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
FLEXPOINT 1 OS,54 - 64,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
FLEXPOINT 10,54 - 64,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
FLEXPOINT 4,54 - 64,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
FLEXPOINT 6 MP,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Head,Tennis
FLEXPOINT 6 OS,54 - 64,20'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Head,Tennis
FLEXPOINT FIRE,52 - 62,20'M - 17'C,16M X 19C,8T- 8B,7T,8T,6T - 7B,Head,Tennis
FLEXPOINT HEAT,52 - 62,20'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
FLEXPOINT INSTINCT,52 - 62,20'M - 17'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Head,Tennis
FLEXPOINT PRESTIGE MID,52 - 62,20'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Head,Tennis
FLEXPOINT PRESTIGE MP,52 - 62,21'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
FLEXPOINT PRESTIGE MP XL,52 - 62,21'M - 17'C,18M X 20C,"8,01T - 9B",7B,8T,6T - 12B,Head,Tennis
FLEXPOINT RADICAL MP,52 - 62,20'M - 17'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Head,Tennis
FLEXPOINT RADICAL OS,54 - 64,21'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
FLEXPOINT RADICAL TOUR,52 - 62,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Head,Tennis
FXP INSTINCT TEAM,52 - 62,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
FXP PRESTIGE TEAM,52 - 62,20'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,8T - 9B,Head,Tennis
FXP RADICAL TEAM,52 - 62,20'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 8B,Head,Tennis
GENESIS 600,54 - 64,19'M - 16'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 5B,Head,Tennis
GENESIS 660,62 - 71,20'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
GENESIS 720,65 - 77,20'M - 18'C,18M X 19C,9T - 9B,8B,9T,6T - 7B,Head,Tennis
GRAPHENE 360 EXTREME,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Head,Tennis
GRAPHENE 360 EXTREME MP,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Head,Tennis
GRAPHENE 360 EXTREME PRO,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Head,Tennis
GRAPHENE 360 INSTINCT LITE,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
GRAPHENE 360 INSTINCT MP,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
GRAPHENE 360 INSTINCT PWR,52 - 62,20'M - 20'C,16M X 19C,"7,9T - 8B",6B,7T,6T - 7B,Head,Tennis
GRAPHENE 360 INSTINCT S,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
GRAPHENE 360 SPEED LITE,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE 360 SPEED MP,48 - 57,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 8B,Head,Tennis
GRAPHENE 360 SPEED MP LITE,48 - 57,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 8B,Head,Tennis
GRAPHENE 360 SPEED PRO,48 - 57,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B,Head,Tennis
GRAPHENE 360 SPEED S,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE 360+ GRAVITY LITE,48 - 57,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Head,Tennis
GRAPHENE 360+ GRAVITY MP,48 - 57,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Head,Tennis
GRAPHENE 360+ GRAVITY MP LITE,48 - 57,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Head,Tennis
GRAPHENE 360+ GRAVITY PRO,48 - 57,20'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,7T - 7B,Head,Tennis
GRAPHENE 360+ GRAVITY S,48 - 57,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Head,Tennis
GRAPHENE TOUCH EXTREME LITE,52 - 62,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Head,Tennis
GRAPHENE TOUCH EXTREME MP,52 - 62,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Head,Tennis
GRAPHENE TOUCH INSTINCT ADAPT,48 - 57,20'M - 18'C,16M X 19 or 16 C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE TOUCH INSTINCT LITE,48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE TOUCH INSTINCT MP,48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE TOUCH INSTINCT PWR,52 - 62,20'M - 18'C,16M X 19C,"7,9T - 8B",8T,7T,6T - 7B,Head,Tennis
GRAPHENE TOUCH INSTINCT S,48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE TOUCH SPEED ADAPT,48 - 57,20'M - 18'C,16M X 19 or 16 C,8T - 8B,6B,8T,5T - 11B,Head,Tennis
GRAPHENE TOUCH SPEED MP,48 - 57,20'M - 19'C,16M X 19C,NONE,6B,7T,6T - 9B,Head,Tennis
GRAPHENE TOUCH SPEED PRO,48 - 57,20'M - 19'C,18M X 20C,NONE,7B,8T,7T - 10B,Head,Tennis
GRAPHENE TOUCH SPEED PWR,48 - 57,20'M - 18'C,16M X 19C,"7,9T - 7,9,10B",8B,7T,5T - 6B,Head,Tennis
GRAPHENE TOUCH SPEED S,48 - 57,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE XT EXTREME LITE,48 - 57,21'M - 18'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
GRAPHENE XT EXTREME MP (16x16),48 - 57,21'M - 18'C,16M X 16C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE XT EXTREME MP (16x19),48 - 57,21'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
GRAPHENE XT EXTREME PRO,48 - 57,21'M - 18'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
GRAPHENE XT INSTINCT MP,48 - 57,20'M - 19'C,16M X 19C,NONE,6B,7T,5T - 11B,Head,Tennis
GRAPHENE XT INSTINCT PWR,52 - 62,20'M - 18'C,16M X 19C,"7,9T - 8B",8T,7T,6T - 7B,Head,Tennis
GRAPHENE XT INSTINCT REV PRO (16x16),48 - 57,20'M - 17'C,16M X 16C,8T - 8B,6B,8T,5T - 11B,Head,Tennis
GRAPHENE XT INSTINCT REV PRO (16x19),48 - 57,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Head,Tennis
GRAPHENE XT INSTINCT S,48 - 57,20'M - 19'C,16M X 19C,NONE,6B,7T,5T - 9B,Head,Tennis
GRAPHENE XT PRESTIGE MP,48 - 57,21'M -17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
GRAPHENE XT PRESTIGE PRO,48 - 57,21'M -17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
GRAPHENE XT PRESTIGE PWR,52 - 62,20'M - 18'C,16M X 19C,"7,9B",6B,7T,5T - 4B,Head,Tennis
GRAPHENE XT PRESTIGE REV PRO,48 - 57,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
GRAPHENE XT PRESTIGE S,48 - 57,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
GRAPHENE XT SPEED MP A (16x16),48 - 57,20'M - 17'C,16M X 16C,8T - 8B,6B,8T,5T - 11B,Head,Tennis
GRAPHENE XT SPEED MP A (16x19),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Head,Tennis
GRAPHENE XT SPEED PRO,48 - 57,20'M - 19'C,18M X 20C,NONE,7B,8T,7T - 10B,Head,Tennis
GRAPHENE XT SPEED PWR,52 - 62,20'M - 18'C,16M X 19C,"7,9T - 7,9,10B",8B,7T,5T - 6B,Head,Tennis
GRAPHENE XT SPEED REV PRO (16x16),48 - 57,20'M - 18'C,16M X 16C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
GRAPHENE XT SPEED REV PRO (16x19),48 - 57,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
GRAPHENE XT SPEED S,48 - 57,20'M - 18'C,16M X 19C,NONE,6B,7T,6T - 9B,Head,Tennis
GRAPHITE MASTER,55 - 72,19'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
GRAPHITE PRO,55 - 70,35' - 10'S,18M X 20C,"8,10T - 8,10B",9B,8B,6T,Head,Tennis
i CALIBRE,54 - 64,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,7T - 6B,Head,Tennis
i EXTREME MP,53 - 61,20'M - 19'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
i PRESTIGE MID,48 - 58,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 5B,Head,Tennis
i PRESTIGE MP XL,50 - 62,21'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
i RADICAL MP,50 - 62,21'M - 17'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Head,Tennis
i RADICAL OS,58 - 68,21'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
i S1 MP,53 - 61,20'M - 17'C,18M X 19C,"9T - 8,10,11B",7T,9T,8T - 6B,Head,Tennis
i S1 OS,53 - 61,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,7T - 6B,Head,Tennis
i S10,57 - 66,19'M - 17'C,14M X 17C,7B,5T,8T,6T - 6B,Head,Tennis
i S12,57 - 66,19'M - 17'C,14M X 17C,7B,5T,8T,6T - 6B,Head,Tennis
i S18,53 - 61,21'M - 18'C,16M X 19C,8B,7B,9T,7T - 6B,Head,Tennis
i S2 MP,50 - 58,20'M - 18'C,16M X 20C,"7,9T - 7,9,10B",8B,7T,5T - 6B,Head,Tennis
i S2 OS,53 - 61,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 5B,Head,Tennis
i S4 MP,50 - 59,20'M - 18'C,16M X 20C,"8T - 7,9,10B",8B,8T,6T - 5B,Head,Tennis
i S4 OS,53 - 61,20'M - 18'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,5T - 5B,Head,Tennis
i S6 MP,53 - 62,20'M - 17'C,16M X 20C,"8T - 7,9,10B",8B,8T,7T - 6B,Head,Tennis
i S6 OS,57 - 66,20'M - 17'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,5T - 4B,Head,Tennis
i S9 OS,53 - 61,20'M - 19'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,5T - 4B,Head,Tennis
i SPEED,53 - 61,20'M - 19'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 5B,Head,Tennis
i TOUR MP,53 - 61,20'M - 17'C,18M X 19C,"8,10T - 8,10,11B",9B,8T,6T - 7B,Head,Tennis
i X SPEED MP,53 - 61,20'M - 19'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 5B,Head,Tennis
i X1 OS,53 - 61,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,7T - 6B,Head,Tennis
i X11,54 - 64,20'M - 19'C,16M X 19C,"7,9B",8B,9T,7T - 5B,Head,Tennis
i X16,54 - 64,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
i X3 MP,52 - 62,20'M - 17'C,16M X 20C,"7,9T - 7,9,10B",8B,7T,5T - 5B,Head,Tennis
i X3 OS,54 - 64,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 5B,Head,Tennis
i X5 MP,54 - 64,20'M - 17'C,16M X 20C,"8T - 7,9B",8B,8T,6T - 5B,Head,Tennis
i X5 OS,54 - 64,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 5B,Head,Tennis
i X6 MP,54 - 64,20'M - 19'C,16M X 20C,"8T - 7,9,10B",8B,8T,7T - 6B,Head,Tennis
i X6 OS,54 - 64,20'M - 19'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,5T - 4B,Head,Tennis
IG LASER MP,52 - 62,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
IG LASER OS,54 - 64,20'M - 19'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
LIQUID METAL 1,54 - 64,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
LIQUID METAL 2,52 - 62,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
LIQUID METAL 4,52 - 62,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,7T - 6B,Head,Tennis
LIQUID METAL 5,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
LIQUID METAL 8,54 64,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
LIQUID METAL FIRE,54 - 64,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
LIQUID METAL HEAT,52 - 62,20'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
LIQUID METAL INSTINCT,52 - 62,20'M - 17'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Head,Tennis
LIQUID METAL INSTINCT TOUR XL,52 - 62,20'M - 17'C,16M X 19C,"8T - 8,9B",7T,8T,6T - 7B,Head,Tennis
LIQUID METAL PRESTIGE MID,52 - 62,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 5B,Head,Tennis
LIQUID METAL PRESTIGE MP,52 - 62,21'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
LIQUID METAL RADICAL MP,52 - 62,20'M - 17'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Head,Tennis
LIQUID METAL RADICAL OS,54 - 64,21'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
LIQUID METAL RADICAL TOUR MP,52 - 62,21'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
LIQUID METAL RAVE,54 - 64,20'M - 17'C,16M X19C,"7,9T - 8B",7B,7T,5T - 6B,Head,Tennis
LIQUIDMETAL 2.5,52 - 62,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
METALLIX 10,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Head,Tennis
METALLIX 2,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Head,Tennis
METALLIX 4,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Head,Tennis
METALLIX 6,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Head,Tennis
MICROGEL EXTREME,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL EXTREME MP (red at throat),52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL EXTREME PRO,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL EXTREME PRO MP (red at throat),52 - 62,20'M - 17'C,16M X 19C,"7,9T - 79B",8B,8T,8T - 5B,Head,Tennis
MICROGEL EXTREME TEAM OS,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL EXTREME TEAM OS (red at throat),52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL INSTINCT MP,52 - 62,20'M - 17'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Head,Tennis
MICROGEL MOJO,52 - 62,20'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
MICROGEL MONSTER,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
MICROGEL PRESTIGE MID,52 - 62,20'M - 17'C,18M X 20C,"8,10 T - 8,10B",9B,8T,6T - 7B,Head,Tennis
MICROGEL PRESTIGE MP,52 - 62,21'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
MICROGEL PRESTIGE PRO MP,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
MICROGEL RADICAL MP,52 - 62,20'M - 17'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Head,Tennis
MICROGEL RADICAL OS,52 - 62,21'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
MICROGEL RADICAL PRO MP,52 - 62,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Head,Tennis
MICROGEL RADICAL TEAM,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 11B,Head,Tennis
MICROGEL RAPTOR MP,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
MICROGEL RAPTOR OS,54 - 64,20'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 6B,Head,Tennis
MXG 3,48 - 57,20'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,6T - 9B,Head,Tennis
MXG 5,48 - 57,20'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,6T - 9B,Head,Tennis
NANO Ti ELITE,55 - 64,20'M - 18'C,16M X 19C,"7,9,10T - 8B",6B,7T,5T - 11B,Head,Tennis
NANO Ti EXTREME,55 - 64,20'M - 19'C,16M X 19C,"8T - 8,9B",7B,8T,7T - 6B,Head,Tennis
POLARIS 600,54 - 64,34' - 10'S,16M X 19C,"7,9T - 7,9B",8B,7B,5T,Head,Tennis
POLARIS 660,63 - 74,35' - 10'S,16M X 19C,"7,9T - 7,9B",8B,7B,5T,Head,Tennis
POLARIS 720,65 - 77,37' - 11'S,18M X 19C,"9T - 8,10B",9B,8B,6T,Head,Tennis
PREMIER TOUR,53 - 64,36' - 9'S,16M X 18C,"7,9T - 7,9B",8T,7T,5B,Head,Tennis
PRESTIGE CLASSIC MID,48 - 58,35' - 10'S,18M X 20C,"8,10T - 8,10B",9B,8B,9T,Head,Tennis
PRESTIGE MP (graphene & graphene XT),48 - 57,21'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
PRESTIGE PRO (graphene & graphene XT),48 - 57,21'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
PRESTIGE PWR (graphene XT),52 - 62,20'M - 18'C,16M X 19C,"7,9B",6B,7T,5T - 4B,Head,Tennis
PRESTIGE REV PRO (graphene & graphene XT),48 - 57,21'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
PRESTIGE S (graphene & graphene XT),48 - 57,21'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
PRESTIGE TOUR 300 MID,48 - 58,35' - 10'S,18M X 20C,"8,10T - 8,10B",9B,8B,9T,Head,Tennis
PRESTIGE TOUR 300 MP,54 - 64,20'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
PRO TOUR 280 MP,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 5B,Head,Tennis
PRO TOUR 280 OS,59 - 69,21'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
PROTECTOR MP,51 - 61,20'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Head,Tennis
PROTECTOR OS,51 - 61,20'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
PURE COMPETITION & XL,50 - 62,20'M - 19'C,18M X 19C,"9T - 8,10B",8T,9T,7T - 6B,Head,Tennis
PYRAMID BIG BANG,60 - 70,21'M - 17'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
PYRAMID BIG BANG XL,57 - 66,20'M - 18'C,16M X 19C,"7,9T - 8B",6T,7T,5T - 6B,Head,Tennis
PYRAMID COMPETITION SG,60 - 70,21'M - 17'C,16M X 19C,"8,9T - 8B",7B,8T,5T - 6B,Head,Tennis
PYRAMID DIRECTOR,57 - 67,21'M - 17'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Head,Tennis
PYRAMID EDGE,60 - 70,21'M - 17'C,16M X 19C,"8,9T - 8B",7B,8T,5T - 6B,Head,Tennis
PYRAMID MASTER,60 - 70,21'M - 17'C,16M X 19C,"8,9T - 8B",7B,8T,5T - 6B,Head,Tennis
PYRAMID TOUR 630 MP,54 - 64,35' - 10'S,18M X 20C,"9T - 8,10B",7T,9T,6B,Head,Tennis
RADICAL LITE (graphene XT),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL MP (graphene & graphene XT),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL MPA (16x16),48 - 57,20'M - 17'C,16M X 16C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL MPA (16x19),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL PRO (graphene & graphene XT),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL PWR (14x19),52 - 62,19'M - 18'C,14M X 19C,"5,7,9,10T - 7B",6T,5T,4T - 6B,Head,Tennis
RADICAL PWR (16x19),52 - 62,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T - 5B,Head,Tennis
RADICAL S (graphene & graphene XT),48 - 57,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Head,Tennis
RADICAL TOUR 630 MP,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 5B,Head,Tennis
RADICAL TOUR 690 OS,59 - 69,21'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
RADICAL TRISYS 260 MP,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 5B,Head,Tennis
RADICAL TRISYS 260 OS,59 - 69,21'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
RADICAL TWIN TUBE & XL MP,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 5B,Head,Tennis
RADICAL TWIN TUBE & XL OS,59 - 69,21'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
SATELLITE TOUR & XL,54 - 64,21'M - 17'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Head,Tennis
SUPREME COMPETITION & XL,50 - 62,20'M - 19'C,18M X 19C,"9T - 8,10B",7T,9T,7T - 6B,Head,Tennis
Ti 3003,52 - 62,38' - 10'S,16M X 19C,"8T - 7,9B",7T,8T,8B,Head,Tennis
Ti 5003,54 - 64,39' - 11'S,18M X 19C,"9T - 8,10B",9B,8B,7T,Head,Tennis
Ti CARBON 5000,55 - 59,39' - 11'S,18M X 19C,"9T - 8,10B",9B,8B,7T,Head,Tennis
Ti CARBON 5001,55 - 59,39' - 11'S,18M X 19C,"9T - 8,10B",9B,8B,7T,Head,Tennis
Ti CARBON 6000,55 - 59,39' - 11'S,18M X 19C,"9T - 8,10B",9B,8B,7T,Head,Tennis
Ti CARBON 7000,50 - 60,37' - 9'S,14M X 17C,"6,8,9T - 7B",7T,6T,6B,Head,Tennis
Ti CARBON 7001 PZ,53 - 62,21'M - 17'C,16M X 19C,"8T - 7,9B",8B,8T,7T - 7B,Head,Tennis
Ti CARBON 9000,52 - 62,39' - 11'S,18M X 19C,"7,9,11,12T - 9B",10T,7T,7B,Head,Tennis
Ti CARBON 9001 PZ,54 - 64,21'M - 17'C,16M X 19C,"7,9T - 7,9,10B",8B,7T,8T - 6B,Head,Tennis
Ti CLASSIC MP,50 - 62,20'M - 17'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Head,Tennis
Ti FIRE,53 - 64,20'M - 19'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
Ti FIRE COMFORT ZONE,53 - 64,20'M - 19'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,6T - 7B,Head,Tennis
Ti FIRE TOUR EDITION XL,50 - 62,38' - 10'S,16M X 18C,"7,9T - 7,9B",8T,7T,5B,Head,Tennis
Ti HEAT,53 - 64,20'M - 19'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
Ti HEAT COMFORT ZONE,53 - 64,20'M - 19'C,16M X 19C,"7,9T - 6,8,10B",9B,7T,6T - 7B,Head,Tennis
Ti LASER COMFORT ZONE XL,53 - 64,20'M - 18'C,16M X 19C,"8T - 7,9,10B",8B,8T,7T - 6B,Head,Tennis
Ti LASER MP,53 - 64,20'M - 18'C,16M X 19C,"8T - 7,9,10B",8B,8T,7T - 6B,Head,Tennis
Ti PRO XL,57 - 67,40' - 11'S,18M X 19C,"7,9,11,12T - 9B",10T,7T,7B,Head,Tennis
Ti RADICAL MP,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Head,Tennis
Ti RADICAL OS,59 - 69,21'M - 17'C,18M X 19C,"9T - 8,10B",9B,9T,6T - 7B,Head,Tennis
Ti S1,55 - 64,20'M - 17'C,16M X 19C,"8T - 8,9B",7B,8T,7T - 6B,Head,Tennis
Ti S2,53 - 62,20'M - 17'C,18M X 19C,"8,10T - 8,10,11B",9B,8T,6T - 7B,Head,Tennis
Ti S2 COMFORT ZONE,53 - 64,20'M - 19'C,16M X 19C,"8T - 7,9,10B",8B,8T,7T - 6B,Head,Tennis
